,sentiment,content
4179,1,normabecerra washer se chingo ha ha busting grandma lucia waaaaay back early s lol
4180,1,turn really like sixty year old guy right seek future little later planned
4181,1,well goodnight twitter bug sleep well
4182,1,filthydukes yeah thanks pair git hope mega like bus
4183,1,dreaming awake good midday
4184,1,laraslattery lara thank much ff recommend
4185,1,rvcreek ay buti pa kayo uy thank you
4186,1,one final down two go
4187,0,divarina dont evn talk more huge mistake shoulda listened her kno disappointed me
4188,1,yayz today s day call see got job x ish happy even though slept horribly kinda drained
4189,1,came back home ne gig another fun night skankin what workout
4190,1,home work
4191,1,im fed up
4192,0,kateisbored feel way guess matter always meme
4193,0,angelica yo lol wow dawg sound like playing feel bad haha
4194,0,booo meanie victoria teasing piece cheese http twitpic com rt
4195,0,left inn im school dang straight dead here lt hannah
4196,0,soooo sleepy home yet
4197,0,calikiks asap but kid asleep car seat arianna take u need pay v bill
4198,0,tired sad
4199,0,school victoria amp bryan school soon sadd
4200,1,sitting chloes little trike thingo girraffe ill probobly get yelled next minute so ohhh well
4201,1,would take s sky
4202,1,lauratheexpat bit little britain u
4203,1,ready crash had great day fun night ask anything night
4204,1,ima go sleep now good night dnt let bed bug bite haha
4205,0,hanging rex missing alabama nanna already
4206,0,mr reilly
4207,1,marshacollier indeed excellent movie
4208,0,cried
4209,1,alidg take you fun
4210,1,narelle nz busy fun mother s day thanks got wanted a wii fit yay
4211,0,aw want classic burger
4212,0,jhall good bored work
4213,0,going post office try sort whole ebay hacker thing
4214,0,definitely missed listening spill canvas miss seeing live well quot now stitch ooooover oooover you oh quot
4215,1,making margarita watch milk good time
4216,0,today off work tomorrow
4217,0,lozzyx noice realised exam week forgot whole week unit term thing
4218,1,kidding standing room only
4219,1,laurenglennon i s sorry listen bat gd it dude never got tell you but bat amazing lt
4220,1,want watch naruto shippuuden missed episode
4221,1,newtoid oh jealous though missing fried potato bread
4222,0,look like rained weekend climbing
4223,0,um arent episode lost season abc good thing im going vega keep distracted tragedy
4224,1,happy clean squeaky clean
4225,0,last friday high school year
4226,0,hot wing cafe willyum mild spicy bbq curly fry delicious http twitpic com wesr
4227,1,miamiadc good morning miamiadc weekend great monday also great hope wonderful day
4228,1,andyclemmensen heyy teddy bear say look pretty blake
4229,1,mumphlett good girl nevah tell hahahahaha hope good weekend
4230,1,rowsell following tomorrow sleep well
4231,1,going ikea roomie shop apartment ikea like top ten store love
4232,0,got back from ahem meal wa boring eat nonetheless
4233,1,haha gunna go buy whole bunch emo punk clothes
4234,0,terrible day six now
4235,0,need get good hard workout today work feel like slacking good
4236,1,got back cheescake factory boy oh boy gut stuffed
4237,0,feel good
4238,0,jonkragel sick like day now
4239,0,roughnight
4240,0,mrmarcusx jst wednesday
4241,0,jaceypants well piss that can t get site work come thru phone
4242,0,woodywoodford unfortunately leave house time
4243,1,akissforjersey amazing lt sooo soothing
4244,0,gym day hoping enjoy last friday twenty
4245,1,kevin anr shine feeling pretty good check http www myspace com bigcitymonkey saying
4246,1,antsrants driving insane want lie in
4247,1,cyberwest thanks twitpic sure made laugh
4248,1,veritasunae ahh that s fun work last night party after went movie today see wolverine good weekend
4249,1,opinionatedant great weekend mononoke may tweeting inside movie theater either monday tuesday lol
4250,0,sophiechadwick didnt couldnt get liverpool today day you
4251,1,mizhalle http blip fm jbp
4252,0,aww nobody like album posted million attempt boohoo
4253,1,go work tomorrow good time revision though
4254,0,gracious greta good box worth way that
4255,1,concisekilgore morning t love breakfast stuck shop right getting maintenance done ride
4256,0,vian yeah real hard know get it smile
4257,0,up getting ready skill can t wait fail bio final yay ugh honor class suckkkk
4258,0,urge go shopping hmmm got money how
4259,0,everything workout planned
4260,1,adamthestudent isp sorted gather cheer bday wish
4261,1,happy star war dayyyy d hbd uncle lee
4262,1,starting internship today pretty excited
4263,0,stuck office till warm outside
4264,0,know saying fuck it i m horny hell http twurl nl qcjc
4265,0,bagginsboy oh yes feast left
4266,0,kurtismarsh far go unless prize million know win
4267,0,good news time incredibly hard decision
4268,0,boomkatt want bittersweet lol
4269,1,got home day pampering shopping white outfit totally complete
4270,1,commonsense thanks appreciate know unsubscribe list grow tomorrow lol
4271,1,such a tease
4272,1,sai shediddy lol gotta share
4273,1,merabobera wantttt
4274,1,westendactress well good
4275,0,long day matinee evening show sad tomorrow last ever welsh college show
4276,0,http twitpic com wb gotta show monday hopefully head better then
4277,1,morning washing machine already going mum dad house get house ready wedding day busy busy busy
4278,0,sitting work watching clock moving fast enough
4279,1,brianiwama amen brotha
4280,1,goodnight twitterverse
4281,1,gift myself published episode align re align sensitivity level min yoga class http bit ly qagh
4282,1,usual two family party today happy birthday lily http twitpic com w
4283,0,officially miss quark huhuhu heart hand partner one dance tonight come home so http plurk com p xkz
4284,0,soooooooooo glad learn farrell ice cream parlor staging comeback so cal bad mission viejo mall
4285,0,naiadrisa heh that s happened too hope rest week go better
4286,0,close library due great weather ac working fb
4287,0,missing taylor like crazy cant wait till back
4288,1,xanthetwirls saw ur chance else would name think b missing nite too thank god youtube
4289,0,watched marley amp me i cried hard
4290,0,aww friend called said got better job working anymore
4291,1,mikehuntington oops drunken stupor lol ima check
4292,0,aaaah taking back sunday playing new york day leave
4293,1,heidiheartshugs that s cool well need help regarding that google friend plenty info that
4294,1,orchd really adore k popped site http k popped com haha
4295,1,unpacking new toy arrived studio right called tc finalizer can t wait check sound
4296,0,darn allergy like time year this never used problem either
4297,1,morning beautiful already glorious sunshine wash vacum car done fill petrol done bbq stuff buy done
4298,0,wee laddie s upset hour tried soothing bed nursing etc nope am real food blue clue now
4299,0,ice cream crazy mocha s mean espresso milkshake
4300,1,peacefullvegan love pd fucking good wanted try something new i give star meh
4301,1,pembsdave hope relaxing day feel laid back can t stand
4302,1,djinfrared sound pretty cool great job man
4303,1,bingofuel yes see carywilliams tonight delicious dinner chef geoff chez a lo g mo hope see pre departure
4304,0,god look stumpy sharing toe tonight
4305,0,maliciousmandy adam samberg new moon trailor good evening bad cable friday
4306,1,stevelensink thanks stephen appreciate
4307,1,morgandonovan haha nice thanks letting know
4308,1,hilzfuld haha tripped talking harvard read aussie automatically came idiot
4309,1,managed find bottle pimm s weather go
4310,1,wow that s say star trek cool
4311,1,hi http gayorbispace com hope everybody safe amp fun weekend
4312,1,liking fake tan orange colour
4313,0,feel like watching disney movie too bad dont vcr anymore
4314,0,elizapatricia never met person miss like hell must charm
4315,0,yslaurent
4316,1,lilabiem hahaha well would smack that hahaha big banggg
4317,0,t rothlisberger that s fucking awesome bookmark
4318,0,finally going bed staying reading script quot remember me quot sad sooo good happy mother s day mother s
4319,1,star trek good time
4320,1,partied long hard goodnight twitter see ya mornin
4321,0,nkcaump excellent pic wish there long drive tn
4322,0,please please anyone
4323,0,today sad day tucson http tr im mq shall miss sour cream apple pie fondue separate seating group dog
4324,0,stupid twitter faceless
4325,0,leaving sf soon might cry
4326,0,going work people party going home visit grandma sadness
4327,1,treasaint salad stuff chilli whatever horti mate give really think fun
4328,0,brran hey you ever pre order sims sad im poor get right
4329,1,tsarnick passionate interest go beyond mean followed wiggle right
4330,0,ok day jo bit bruised
4331,0,beltranm hello late playing internet love you
4332,0,watched wayyyy much beverly hill today proud fact tv fail
4333,0,richardmadeley oh final msg review boardgame bookchaseï¿½ telly even get nice letter
4334,1,back new mexico again happy mother day mother there
4335,0,home lost baseball game friggin point gonna scrap
4336,1,garrettmurray here wanted keep going end ever
4337,1,mandypandy thanks hon project bra start today
4338,1,still celebrating bday even though friday
4339,1,psychobeauty word ima summer just move back lol
4340,0,thejiggerjames same party tonight jig
4341,0,leaving utah today super sad face
4342,1,happy mothersday mother and mine love youuuuuu
4343,1,mandyyjirouxx helloooo
4344,0,themikekelly sorry mike assuming music missing i know then mystery
4345,1,nsharm thank reading ohlala
4346,1,tranced yes mate friday
4347,1,futureclassics ben jerry yummmmy
4348,1,under control aw babyy sorry gots excited haha lt
4349,0,thats moan day
4350,1,krystalnichole pretty good think overdid gym yesterday working
4351,0,phillyreds sad true
4352,0,official twilight saga ended sigh my life empty
4353,1,listening falling rain lalala
4354,1,naomijlea good job track head co sadly can t access it boo
4355,1,girlfromthemoon i yay moment today yay hope too
4356,0,kill sick n friday night
4357,0,bad day
4358,1,heidimontag saturday good cannot wait monday night
4359,0,queenbmakeup can t add myspace girly asks last name email
4360,0,mbulatao oh no hope baad tell mya hope get better soon
4361,0,wish sri panwa
4362,1,illegalvenez mmm comfort junk food sound good always preferred wingstop
4363,1,feel depressed save it thanks nothing
4364,1,starbucks farrah
4365,0,go gymnastics last day class
4366,1,jensen ackles new twitter new supernatural im day old jst ordered st season seein gud random ep lastnte
4367,0,miss husband
4368,0,pampian want know tried ask p kia still reply change status away
4369,1,going star trek premier tomorrow night uber stoked care nerd star trek amazecore
